club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
Borussia Dortmund,André Silva,25,Portugal,Centre-Forward,CF,27000000.0,E. Frankfurt,Germany,23000000.0,in,summer,1 Bundesliga,2021,False,
Borussia Dortmund,Josko Gvardiol,19,Croatia,Centre-Back,CB,60000000.0,Dinamo Zagreb,Croatia,18800000.0,in,summer,1 Bundesliga,2021,False,
Borussia Dortmund,Angeliño,24,Spain,Left-Back,LB,20000000.0,Man City,England,18000000.0,in,summer,1 Bundesliga,2021,False,
Borussia Dortmund,Ilaix Moriba,18,Guinea,Central Midfield,CM,9000000.0,Barcelona B,Spain,16000000.0,in,summer,1 Bundesliga,2021,False,
Borussia Dortmund,Mohamed Simakan,21,France,Centre-Back,CB,22000000.0,R. Strasbourg,France,15000000.0,in,summer,1 Bundesliga,2021,False,
Borussia Dortmund,Benjamin Henrichs,24,Germany,Right-Back,RB,18000000.0,Monaco,France,15000000.0,in,summer,1 Bundesliga,2021,False,
Borussia Dortmund,Caden Clark,18,United States,Attacking Midfield,AM,3000000.0,New York RB,United States,1820000.0,in,summer,1 Bundesliga,2021,False,
Borussia Dortmund,Brian Brobbey,19,Netherlands,Centre-Forward,CF,14000000.0,Ajax U21,Netherlands,0.0,in,summer,1 Bundesliga,2021,False,
Borussia Dortmund,Ademola Lookman,23,Nigeria,Left Winger,LW,10000000.0,Fulham,England,0.0,in,summer,1 Bundesliga,2021,True,end of loan
Borussia Dortmund,Hannes Wolf,22,Austria,Attacking Midfield,AM,4000000.0,Bor. M'gladbach,Germany,0.0,in,summer,1 Bundesliga,2021,True,end of loan
Borussia Dortmund,Marcelo Saracchi,23,Uruguay,Left-Back,LB,2500000.0,Galatasaray,Turkey,0.0,in,summer,1 Bundesliga,2021,True,end of loan
Borussia Dortmund,Dayot Upamecano,22,France,Centre-Back,CB,40000000.0,Bayern Munich,Germany,42500000.0,out,summer,1 Bundesliga,2021,False,
Borussia Dortmund,Ibrahima Konaté,22,France,Centre-Back,CB,40000000.0,Liverpool,England,40000000.0,out,summer,1 Bundesliga,2021,False,
Borussia Dortmund,Marcel Sabitzer,27,Austria,Central Midfield,CM,20000000.0,Bayern Munich,Germany,15000000.0,out,summer,1 Bundesliga,2021,False,
Borussia Dortmund,Hannes Wolf,22,Austria,Attacking Midfield,AM,4000000.0,Bor. M'gladbach,Germany,9500000.0,out,summer,1 Bundesliga,2021,False,
Borussia Dortmund,Lazar Samardzic,19,Germany,Attacking Midfield,AM,3500000.0,Udinese Calcio,Italy,3000000.0,out,summer,1 Bundesliga,2021,False,
Borussia Dortmund,Alexander Sörloth,25,Norway,Centre-Forward,CF,10000000.0,Real Sociedad,Spain,2000000.0,out,summer,1 Bundesliga,2021,True,loan with fee
Borussia Dortmund,Ademola Lookman,23,Nigeria,Left Winger,LW,10000000.0,Leicester,England,0.0,out,summer,1 Bundesliga,2021,True,free loan
Borussia Dortmund,Hee-chan Hwang,25,"Korea, South",Centre-Forward,CF,16000000.0,Wolves,England,0.0,out,summer,1 Bundesliga,2021,True,free loan
Borussia Dortmund,Caden Clark,18,United States,Attacking Midfield,AM,3000000.0,New York RB,United States,0.0,out,summer,1 Bundesliga,2021,True,free loan
Borussia Dortmund,Fabrice Hartmann,20,Germany,Right Winger,RW,300000.0,SC Paderborn,Germany,0.0,out,summer,1 Bundesliga,2021,True,free loan
Borussia Dortmund,Justin Kluivert,22,Netherlands,Left Winger,LW,15000000.0,AS Roma,Italy,0.0,out,summer,1 Bundesliga,2021,True,end of loan
Borussia Dortmund,Angeliño,24,Spain,Left-Back,LB,20000000.0,Man City,England,0.0,out,summer,1 Bundesliga,2021,True,end of loan
Borussia Dortmund,Benjamin Henrichs,24,Germany,Right-Back,RB,18000000.0,Monaco,France,0.0,out,summer,1 Bundesliga,2021,True,end of loan
Borussia Dortmund,Caden Clark,18,United States,Attacking Midfield,AM,3000000.0,New York RB,United States,0.0,in,winter,1 Bundesliga,2021,True,end of loan
Borussia Dortmund,Fabrice Hartmann,20,Germany,Right Winger,RW,300000.0,SC Paderborn,Germany,0.0,in,winter,1 Bundesliga,2021,True,end of loan
Borussia Dortmund,Luan Cândido,20,Brazil,Left-Back,LB,4000000.0,RB Bragantino,Brazil,0.0,in,winter,1 Bundesliga,2021,True,end of loan
Borussia Dortmund,Luan Cândido,20,Brazil,Left-Back,LB,4000000.0,RB Bragantino,Brazil,1500000.0,out,winter,1 Bundesliga,2021,False,
Borussia Dortmund,Fabrice Hartmann,20,Germany,Right Winger,RW,300000.0,E. Braunschweig,Germany,0.0,out,winter,1 Bundesliga,2021,True,free loan
Borussia Dortmund,Ilaix Moriba,19,Guinea,Central Midfield,CM,9000000.0,Valencia,Spain,0.0,out,winter,1 Bundesliga,2021,True,free loan
Borussia Dortmund,Joscha Wosz,19,Germany,Attacking Midfield,AM,350000.0,Hallescher FC,Germany,0.0,out,winter,1 Bundesliga,2021,True,free loan
Borussia Dortmund,Caden Clark,18,United States,Attacking Midfield,AM,3000000.0,New York RB,United States,0.0,out,winter,1 Bundesliga,2021,True,free loan
Borussia Dortmund,Brian Brobbey,19,Netherlands,Centre-Forward,CF,14000000.0,Ajax,Netherlands,0.0,out,winter,1 Bundesliga,2021,True,free loan
Borussia Dortmund,Marcelo Saracchi,23,Uruguay,Left-Back,LB,2500000.0,Without Club,,,out,winter,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Taiwo Awoniyi,23,Nigeria,Centre-Forward,CF,20000000.0,Liverpool,England,8550000.0,in,summer,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Tymoteusz Puchacz,22,Poland,Left-Back,LB,1500000.0,Lech Poznan,Poland,2500000.0,in,summer,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Leon Dajaku,20,Germany,Second Striker,SS,1000000.0,FC Bayern II,Germany,1500000.0,in,summer,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Kevin Möhwald,28,Germany,Central Midfield,CM,1500000.0,Werder Bremen,Germany,1000000.0,in,summer,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Frederik Rönnow,28,Denmark,Goalkeeper,GK,2800000.0,E. Frankfurt,Germany,1000000.0,in,summer,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Keita Endo,23,Japan,Left Winger,LW,900000.0,Yokohama F. M.,Japan,900000.0,in,summer,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Rick van Drongelen,22,Netherlands,Centre-Back,CB,1000000.0,Hamburger SV,Germany,500000.0,in,summer,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Julius Kade,22,Germany,Central Midfield,CM,400000.0,Dynamo Dresden,Germany,500000.0,in,summer,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Andreas Voglsammer,29,Germany,Centre-Forward,CF,1200000.0,Arm. Bielefeld,Germany,0.0,in,summer,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Pawel Wszolek,29,Poland,Right Winger,RW,1200000.0,Legia Warszawa,Poland,0.0,in,summer,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Kevin Behrens,30,Germany,Centre-Forward,CF,900000.0,SV Sandhausen,Germany,0.0,in,summer,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Genki Haraguchi,30,Japan,Attacking Midfield,AM,2500000.0,Hannover 96,Germany,0.0,in,summer,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Bastian Oczipka,32,Germany,Left-Back,LB,600000.0,FC Schalke 04,Germany,0.0,in,summer,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Levin Öztunali,25,Germany,Central Midfield,CM,1500000.0,1.FSV Mainz 05,Germany,0.0,in,summer,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Paul Jaeckel,22,Germany,Centre-Back,CB,7500000.0,Greuther Fürth,Germany,0.0,in,summer,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Rani Khedira,27,Germany,Defensive Midfield,DM,6000000.0,FC Augsburg,Germany,0.0,in,summer,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Timo Baumgartl,25,Germany,Centre-Back,CB,5000000.0,PSV Eindhoven,Netherlands,0.0,in,summer,1 Bundesliga,2021,True,free loan
Borussia Mönchengladbach,Suleiman Abdullahi,24,Nigeria,Centre-Forward,CF,400000.0,E. Braunschweig,Germany,0.0,in,summer,1 Bundesliga,2021,True,end of loan
Borussia Mönchengladbach,Nicolai Rapp,24,Germany,Central Midfield,CM,800000.0,Darmstadt 98,Germany,0.0,in,summer,1 Bundesliga,2021,True,end of loan
Borussia Mönchengladbach,Laurenz Dehl,19,Germany,Right-Back,RB,250000.0,Hallescher FC,Germany,0.0,in,summer,1 Bundesliga,2021,True,end of loan
Borussia Mönchengladbach,Robert Andrich,26,Germany,Central Midfield,CM,13000000.0,Bay. Leverkusen,Germany,6500000.0,out,summer,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Marius Bülter,28,Germany,Left Winger,LW,2500000.0,FC Schalke 04,Germany,800000.0,out,summer,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Marcus Ingvartsen,25,Denmark,Centre-Forward,CF,2500000.0,1.FSV Mainz 05,Germany,600000.0,out,summer,1 Bundesliga,2021,True,loan with fee
Borussia Mönchengladbach,Julius Kade,22,Germany,Central Midfield,CM,400000.0,Dynamo Dresden,Germany,500000.0,out,summer,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Sebastian Griesbeck,30,Germany,Centre-Back,CB,700000.0,Greuther Fürth,Germany,250000.0,out,summer,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Nicolai Rapp,24,Germany,Central Midfield,CM,800000.0,Werder Bremen,Germany,200000.0,out,summer,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Akaki Gogia,29,Germany,Right Winger,RW,500000.0,FC Zürich,Switzerland,0.0,out,summer,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Florian Hübner,30,Germany,Centre-Back,CB,500000.0,1.FC Nuremberg,Germany,0.0,out,summer,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Christian Gentner,35,Germany,Central Midfield,CM,250000.0,FC Luzern,Switzerland,0.0,out,summer,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Christopher Lenz,26,Germany,Left-Back,LB,4000000.0,E. Frankfurt,Germany,0.0,out,summer,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Nikolai Kemlein,19,Germany,Goalkeeper,GK,50000.0,Hertha BSC II,Germany,0.0,out,summer,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Leon Dajaku,20,Germany,Second Striker,SS,1000000.0,Sunderland,England,0.0,out,summer,1 Bundesliga,2021,True,free loan
Borussia Mönchengladbach,Petar Musa,23,Croatia,Centre-Forward,CF,5000000.0,Slavia Prague,Czech Republic,0.0,out,summer,1 Bundesliga,2021,True,end of loan
Borussia Mönchengladbach,Leon Dajaku,20,Germany,Second Striker,SS,1000000.0,FC Bayern II,Germany,0.0,out,summer,1 Bundesliga,2021,True,end of loan
Borussia Mönchengladbach,Joel Pohjanpalo,26,Finland,Centre-Forward,CF,2500000.0,Bay. Leverkusen,Germany,0.0,out,summer,1 Bundesliga,2021,True,end of loan
Borussia Mönchengladbach,Loris Karius,28,Germany,Goalkeeper,GK,1500000.0,Liverpool,England,0.0,out,summer,1 Bundesliga,2021,True,end of loan
Borussia Mönchengladbach,Taiwo Awoniyi,23,Nigeria,Centre-Forward,CF,20000000.0,Liverpool,England,0.0,out,summer,1 Bundesliga,2021,True,end of loan
Borussia Mönchengladbach,Nico Schlotterbeck,21,Germany,Centre-Back,CB,33000000.0,SC Freiburg,Germany,0.0,out,summer,1 Bundesliga,2021,True,end of loan
Borussia Mönchengladbach,Keita Endo,23,Japan,Left Winger,LW,900000.0,Yokohama F. M.,Japan,0.0,out,summer,1 Bundesliga,2021,True,end of loan
Borussia Mönchengladbach,Sven Michel,31,Germany,Centre-Forward,CF,1200000.0,SC Paderborn,Germany,2500000.0,in,winter,1 Bundesliga,2021,False,
Borussia Mönchengladbach,András Schäfer,22,Hungary,Central Midfield,CM,2000000.0,Dunajska Streda,Slovakia,1000000.0,in,winter,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Dominique Heintz,28,Germany,Centre-Back,CB,2500000.0,SC Freiburg,Germany,150000.0,in,winter,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Marvin Friedrich,26,Germany,Centre-Back,CB,8000000.0,Bor. M'gladbach,Germany,5500000.0,out,winter,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Max Kruse,33,Germany,Second Striker,SS,1500000.0,VfL Wolfsburg,Germany,5000000.0,out,winter,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Tymoteusz Puchacz,22,Poland,Left-Back,LB,1500000.0,Trabzonspor,Turkey,200000.0,out,winter,1 Bundesliga,2021,True,loan with fee
Borussia Mönchengladbach,Cedric Teuchert,24,Germany,Centre-Forward,CF,900000.0,Hannover 96,Germany,,out,winter,1 Bundesliga,2021,False,
Borussia Mönchengladbach,Fabio Schneider,19,Germany,Central Midfield,CM,200000.0,KuPS,Finland,0.0,out,winter,1 Bundesliga,2021,True,free loan
Borussia Mönchengladbach,Pawel Wszolek,29,Poland,Right Winger,RW,1200000.0,Legia Warszawa,Poland,0.0,out,winter,1 Bundesliga,2021,True,free loan
Borussia Mönchengladbach,Rick van Drongelen,23,Netherlands,Centre-Back,CB,1000000.0,KV Mechelen,Belgium,0.0,out,winter,1 Bundesliga,2021,True,free loan
Eintracht Frankfurt,Sebastiaan Bornauw,22,Belgium,Centre-Back,CB,10000000.0,1. FC Köln,Germany,13500000.0,in,summer,1 Bundesliga,2021,False,
Eintracht Frankfurt,Luca Waldschmidt,25,Germany,Second Striker,SS,7000000.0,Benfica,Portugal,12000000.0,in,summer,1 Bundesliga,2021,False,
Eintracht Frankfurt,Aster Vranckx,18,Belgium,Central Midfield,CM,10000000.0,KV Mechelen,Belgium,8000000.0,in,summer,1 Bundesliga,2021,False,
Eintracht Frankfurt,Lukas Nmecha,22,Germany,Centre-Forward,CF,18000000.0,Man City,England,8000000.0,in,summer,1 Bundesliga,2021,False,
Eintracht Frankfurt,Maximilian Philipp,27,Germany,Second Striker,SS,4500000.0,Dynamo Moscow,Russia,7500000.0,in,summer,1 Bundesliga,2021,False,
Eintracht Frankfurt,Micky van de Ven,20,Netherlands,Centre-Back,CB,8000000.0,FC Volendam,Netherlands,3500000.0,in,summer,1 Bundesliga,2021,False,
Eintracht Frankfurt,Felix Nmecha,20,Germany,Attacking Midfield,AM,2000000.0,Man City U23,England,0.0,in,summer,1 Bundesliga,2021,False,
Eintracht Frankfurt,Yun-sang Hong,19,"Korea, South",Left Winger,LW,150000.0,Pohang Steelers,"Korea, South",,in,summer,1 Bundesliga,2021,False,
Eintracht Frankfurt,Dodi Lukébakio,23,Belgium,Right Winger,RW,7500000.0,Hertha BSC,Germany,0.0,in,summer,1 Bundesliga,2021,True,free loan
Eintracht Frankfurt,Elvis Rexhbecaj,23,Germany,Central Midfield,CM,2500000.0,1. FC Köln,Germany,0.0,in,summer,1 Bundesliga,2021,True,end of loan
Eintracht Frankfurt,William,26,Brazil,Right-Back,RB,2500000.0,FC Schalke 04,Germany,0.0,in,summer,1 Bundesliga,2021,True,end of loan
Eintracht Frankfurt,Felix Klaus,28,Germany,Right Winger,RW,1000000.0,F. Düsseldorf,Germany,0.0,in,summer,1 Bundesliga,2021,True,end of loan
Eintracht Frankfurt,Omar Marmoush,22,Egypt,Left Winger,LW,6000000.0,FC St. Pauli,Germany,0.0,in,summer,1 Bundesliga,2021,True,end of loan
Eintracht Frankfurt,Marvin Stefaniak,26,Germany,Left Winger,LW,225000.0,Dynamo Dresden,Germany,0.0,in,summer,1 Bundesliga,2021,True,end of loan
Eintracht Frankfurt,Victor Sá,27,Brazil,Left Winger,LW,2500000.0,Al-Jazira,United Arab Emirates,2850000.0,out,summer,1 Bundesliga,2021,False,
Eintracht Frankfurt,Felix Klaus,28,Germany,Right Winger,RW,1000000.0,F. Düsseldorf,Germany,1100000.0,out,summer,1 Bundesliga,2021,False,
Eintracht Frankfurt,Josip Brekalo,23,Croatia,Left Winger,LW,10000000.0,Torino,Italy,1000000.0,out,summer,1 Bundesliga,2021,True,loan with fee
Eintracht Frankfurt,Tim Siersleben,21,Germany,Centre-Back,CB,400000.0,1.FC Heidenheim,Germany,150000.0,out,summer,1 Bundesliga,2021,True,loan with fee
Eintracht Frankfurt,Marcel Beifus,18,Germany,Centre-Back,CB,400000.0,FC St. Pauli,Germany,100000.0,out,summer,1 Bundesliga,2021,False,
Eintracht Frankfurt,Jeffrey Bruma,29,Netherlands,Centre-Back,CB,450000.0,Kasimpasa,Turkey,0.0,out,summer,1 Bundesliga,2021,False,
Eintracht Frankfurt,Lino Kasten,20,Germany,Goalkeeper,GK,250000.0,SKN St. Pölten,Austria,0.0,out,summer,1 Bundesliga,2021,True,free loan
Eintracht Frankfurt,Ulysses Llanez,20,United States,Left Winger,LW,300000.0,SKN St. Pölten,Austria,0.0,out,summer,1 Bundesliga,2021,True,free loan
Eintracht Frankfurt,Marin Pongracic,23,Croatia,Centre-Back,CB,6000000.0,Bor. Dortmund,Germany,0.0,out,summer,1 Bundesliga,2021,True,free loan
Eintracht Frankfurt,Omar Marmoush,22,Egypt,Left Winger,LW,6000000.0,VfB Stuttgart,Germany,0.0,out,summer,1 Bundesliga,2021,True,free loan
Eintracht Frankfurt,Yun-sang Hong,19,"Korea, South",Left Winger,LW,150000.0,SKN St. Pölten,Austria,0.0,out,summer,1 Bundesliga,2021,True,free loan
Eintracht Frankfurt,Elvis Rexhbecaj,23,Germany,Central Midfield,CM,2500000.0,VfL Bochum,Germany,0.0,out,summer,1 Bundesliga,2021,True,free loan
Eintracht Frankfurt,Bryang Kayo,19,United States,Central Midfield,CM,150000.0,Viktoria Berlin,Germany,0.0,out,summer,1 Bundesliga,2021,True,free loan
Eintracht Frankfurt,Dominik Marx,21,Germany,Central Midfield,CM,,Without Club,,,out,summer,1 Bundesliga,2021,False,
Eintracht Frankfurt,Maximilian Philipp,27,Germany,Second Striker,SS,4500000.0,Dynamo Moscow,Russia,0.0,out,summer,1 Bundesliga,2021,True,end of loan
Eintracht Frankfurt,Jonas Wind,22,Denmark,Centre-Forward,CF,14000000.0,FC Copenhagen,Denmark,12000000.0,in,winter,1 Bundesliga,2021,False,
Eintracht Frankfurt,Kevin Paredes,18,United States,Left Midfield,LM,5000000.0,D.C. United,United States,6680000.0,in,winter,1 Bundesliga,2021,False,
Eintracht Frankfurt,Max Kruse,33,Germany,Second Striker,SS,1500000.0,Union Berlin,Germany,5000000.0,in,winter,1 Bundesliga,2021,False,
Eintracht Frankfurt,Bryang Kayo,19,United States,Central Midfield,CM,150000.0,Viktoria Berlin,Germany,0.0,in,winter,1 Bundesliga,2021,True,end of loan
Eintracht Frankfurt,Wout Weghorst,29,Netherlands,Centre-Forward,CF,14000000.0,Burnley,England,17500000.0,out,winter,1 Bundesliga,2021,False,
Eintracht Frankfurt,Admir Mehmedi,30,Switzerland,Second Striker,SS,1000000.0,Antalyaspor,Turkey,0.0,out,winter,1 Bundesliga,2021,False,
Eintracht Frankfurt,Marvin Stefaniak,26,Germany,Left Winger,LW,225000.0,Würzb. Kickers,Germany,0.0,out,winter,1 Bundesliga,2021,False,
Eintracht Frankfurt,Daniel Ginczek,30,Germany,Centre-Forward,CF,900000.0,F. Düsseldorf,Germany,,out,winter,1 Bundesliga,2021,False,
Eintracht Frankfurt,Jannis Lang,19,Germany,Centre-Back,CB,200000.0,Erzgebirge Aue,Germany,,out,winter,1 Bundesliga,2021,False,
Eintracht Frankfurt,Josuha Guilavogui,31,France,Defensive Midfield,DM,3500000.0,G. Bordeaux,France,0.0,out,winter,1 Bundesliga,2021,True,free loan
Eintracht Frankfurt,Bryang Kayo,19,United States,Central Midfield,CM,150000.0,Nuremberg II,Germany,0.0,out,winter,1 Bundesliga,2021,True,free loan
FC Augsburg,Anton Stach,22,Germany,Defensive Midfield,DM,13000000.0,Greuther Fürth,Germany,3500000.0,in,summer,1 Bundesliga,2021,False,
FC Augsburg,Silvan Widmer,28,Switzerland,Right-Back,RB,5000000.0,FC Basel,Switzerland,2500000.0,in,summer,1 Bundesliga,2021,False,
FC Augsburg,Marcus Ingvartsen,25,Denmark,Centre-Forward,CF,2500000.0,Union Berlin,Germany,600000.0,in,summer,1 Bundesliga,2021,True,loan with fee
FC Augsburg,Jae-sung Lee,28,"Korea, South",Attacking Midfield,AM,3000000.0,Holstein Kiel,Germany,0.0,in,summer,1 Bundesliga,2021,False,
FC Augsburg,Anderson Lucoqui,23,Angola,Left-Back,LB,1500000.0,Arm. Bielefeld,Germany,0.0,in,summer,1 Bundesliga,2021,False,
FC Augsburg,Dong-won Ji,30,"Korea, South",Centre-Forward,CF,500000.0,E. Braunschweig,Germany,0.0,in,summer,1 Bundesliga,2021,True,end of loan
FC Augsburg,Issah Abass,22,Ghana,Left Winger,LW,600000.0,Twente FC,Netherlands,0.0,in,summer,1 Bundesliga,2021,True,end of loan
FC Augsburg,Aarón Martín,24,Spain,Left-Back,LB,5000000.0,Celta de Vigo,Spain,0.0,in,summer,1 Bundesliga,2021,True,end of loan
FC Augsburg,Florian Müller,23,Germany,Goalkeeper,GK,5500000.0,SC Freiburg,Germany,0.0,in,summer,1 Bundesliga,2021,True,end of loan
FC Augsburg,Jonathan Meier,21,Germany,Left-Back,LB,450000.0,Dynamo Dresden,Germany,0.0,in,summer,1 Bundesliga,2021,True,end of loan
FC Augsburg,Florian Müller,23,Germany,Goalkeeper,GK,5500000.0,VfB Stuttgart,Germany,5000000.0,out,summer,1 Bundesliga,2021,False,
FC Augsburg,Pierre Kunde,25,Cameroon,Central Midfield,CM,2000000.0,Olympiacos,Greece,1800000.0,out,summer,1 Bundesliga,2021,False,
FC Augsburg,Luca Kilian,21,Germany,Centre-Back,CB,4500000.0,1. FC Köln,Germany,250000.0,out,summer,1 Bundesliga,2021,True,loan with fee
FC Augsburg,Danny Latza,31,Germany,Central Midfield,CM,600000.0,FC Schalke 04,Germany,0.0,out,summer,1 Bundesliga,2021,False,
FC Augsburg,Levin Öztunali,25,Germany,Central Midfield,CM,1500000.0,Union Berlin,Germany,0.0,out,summer,1 Bundesliga,2021,False,
FC Augsburg,Phillipp Mwene,27,Austria,Right-Back,RB,3000000.0,PSV Eindhoven,Netherlands,0.0,out,summer,1 Bundesliga,2021,False,
FC Augsburg,Robin Quaison,27,Sweden,Centre-Forward,CF,6000000.0,Ettifaq FC,Saudi Arabia,0.0,out,summer,1 Bundesliga,2021,False,
FC Augsburg,Dong-won Ji,30,"Korea, South",Centre-Forward,CF,500000.0,FC Seoul,"Korea, South",,out,summer,1 Bundesliga,2021,False,
FC Augsburg,Edimilson Fernandes,25,Switzerland,Central Midfield,CM,2000000.0,Arm. Bielefeld,Germany,0.0,out,summer,1 Bundesliga,2021,True,free loan
FC Augsburg,Jonathan Meier,21,Germany,Left-Back,LB,450000.0,Hansa Rostock,Germany,0.0,out,summer,1 Bundesliga,2021,True,free loan
FC Augsburg,Issah Abass,22,Ghana,Left Winger,LW,600000.0,HNK Rijeka,Croatia,0.0,out,summer,1 Bundesliga,2021,True,free loan
FC Augsburg,Marlon Mustapha,20,Austria,Centre-Forward,CF,1000000.0,Admira Wacker,Austria,0.0,out,summer,1 Bundesliga,2021,True,free loan
FC Augsburg,Robert Glatzel,27,Germany,Centre-Forward,CF,2500000.0,Cardiff,England,0.0,out,summer,1 Bundesliga,2021,True,end of loan
FC Augsburg,Danny da Costa,27,Germany,Right-Back,RB,2300000.0,E. Frankfurt,Germany,0.0,out,summer,1 Bundesliga,2021,True,end of loan
FC Augsburg,Delano Burgzorg,23,Netherlands,Left Winger,LW,2000000.0,Heracles Almelo,Netherlands,300000.0,in,winter,1 Bundesliga,2021,True,loan with fee
FC Augsburg,Jean-Philippe Mateta,24,France,Centre-Forward,CF,10000000.0,Crystal Palace,England,0.0,in,winter,1 Bundesliga,2021,True,end of loan
FC Augsburg,Edimilson Fernandes,25,Switzerland,Central Midfield,CM,2000000.0,Arm. Bielefeld,Germany,0.0,in,winter,1 Bundesliga,2021,True,end of loan
FC Augsburg,Jean-Philippe Mateta,24,France,Centre-Forward,CF,10000000.0,Crystal Palace,England,11000000.0,out,winter,1 Bundesliga,2021,False,
FC Augsburg,Ádám Szalai,34,Hungary,Centre-Forward,CF,500000.0,FC Basel,Switzerland,0.0,out,winter,1 Bundesliga,2021,False,
FC Augsburg,Edimilson Fernandes,25,Switzerland,Central Midfield,CM,2000000.0,BSC Young Boys,Switzerland,0.0,out,winter,1 Bundesliga,2021,True,free loan
Hertha BSC,Niklas Dorsch,23,Germany,Defensive Midfield,DM,10000000.0,KAA Gent,Belgium,7000000.0,in,summer,1 Bundesliga,2021,False,
Hertha BSC,Arne Maier,22,Germany,Central Midfield,CM,5500000.0,Hertha BSC,Germany,500000.0,in,summer,1 Bundesliga,2021,True,loan with fee
Hertha BSC,Daniel Klein,20,Germany,Goalkeeper,GK,200000.0,Hoffenheim II,Germany,200000.0,in,summer,1 Bundesliga,2021,False,
Hertha BSC,Lasse Günther,18,Germany,Left Winger,LW,750000.0,FC Bayern U19,Germany,0.0,in,summer,1 Bundesliga,2021,False,
Hertha BSC,Andi Zeqiri,22,Switzerland,Centre-Forward,CF,2300000.0,Brighton,England,0.0,in,summer,1 Bundesliga,2021,True,free loan
Hertha BSC,Maurice Malone,20,Germany,Centre-Forward,CF,800000.0,Wehen Wiesbaden,Germany,0.0,in,summer,1 Bundesliga,2021,True,end of loan
Hertha BSC,Frederik Winther,20,Denmark,Centre-Back,CB,1000000.0,Lyngby BK,Denmark,0.0,in,summer,1 Bundesliga,2021,True,end of loan
Hertha BSC,Jozo Stanic,22,Croatia,Right-Back,RB,300000.0,FSV Zwickau,Germany,0.0,in,summer,1 Bundesliga,2021,True,end of loan
Hertha BSC,Kevin Danso,22,Austria,Centre-Back,CB,11000000.0,F. Düsseldorf,Germany,0.0,in,summer,1 Bundesliga,2021,True,end of loan
Hertha BSC,Sergio Córdova,23,Venezuela,Centre-Forward,CF,1000000.0,Arm. Bielefeld,Germany,0.0,in,summer,1 Bundesliga,2021,True,end of loan
Hertha BSC,Marco Richter,23,Germany,Right Winger,RW,6000000.0,Hertha BSC,Germany,7100000.0,out,summer,1 Bundesliga,2021,False,
Hertha BSC,Kevin Danso,22,Austria,Centre-Back,CB,11000000.0,Lens,France,5500000.0,out,summer,1 Bundesliga,2021,False,
Hertha BSC,Maurice Malone,21,Germany,Centre-Forward,CF,800000.0,1.FC Heidenheim,Germany,200000.0,out,summer,1 Bundesliga,2021,True,loan with fee
