,min,x,y,xG,team,player,result,situation,season,date,match_id,player_assisted,lastAction
15,43,0.735999984741211,0.5609999847412109,0.0190043989568948,Hertha Berlin,Vladimir Darida,SavedShot,OpenPlay,2021,2021-12-05 14:30:00,17637,Dedryck Boyata,Pass
16,45,0.7619999694824219,0.3340000152587891,0.0199772138148546,Hertha Berlin,Peter Pekarík,MissedShots,OpenPlay,2021,2021-12-05 14:30:00,17637,Vladimir Darida,Pass
17,53,0.8119999694824219,0.4720000076293945,0.0551762282848358,Hertha Berlin,Vladimir Darida,BlockedShot,OpenPlay,2021,2021-12-05 14:30:00,17637,Ishak Belfodil,Pass
18,55,0.9619999694824218,0.69,0.0520207919180393,Hertha Berlin,Myziane Maolida,SavedShot,OpenPlay,2021,2021-12-05 14:30:00,17637,Marco Richter,Chipped
19,63,0.9669999694824218,0.4009999847412109,0.0260265786200761,Hertha Berlin,Jurgen Ekkelenkamp,MissedShots,SetPiece,2021,2021-12-05 14:30:00,17637,Marvin Plattenhardt,Aerial
20,73,0.8280000305175781,0.8419999694824218,0.042135801166296,Hertha Berlin,Stevan Jovetic,SavedShot,DirectFreekick,2021,2021-12-05 14:30:00,17637,,Standard
21,73,0.7809999847412109,0.5779999923706055,0.0227356813848018,Hertha Berlin,Stevan Jovetic,BlockedShot,FromCorner,2021,2021-12-05 14:30:00,17637,,None
22,75,0.9640000152587892,0.5309999847412109,0.7705498337745667,Hertha Berlin,Stevan Jovetic,Goal,OpenPlay,2021,2021-12-05 14:30:00,17637,Ishak Belfodil,Pass
23,82,0.745999984741211,0.455,0.0198662299662828,Hertha Berlin,Ishak Belfodil,MissedShots,OpenPlay,2021,2021-12-05 14:30:00,17637,Jurgen Ekkelenkamp,Pass
24,89,0.8430000305175781,0.6129999923706054,0.0216748435050249,Hertha Berlin,Kevin-Prince Boateng,BlockedShot,FromCorner,2021,2021-12-05 14:30:00,17637,,Aerial
0,0,0.7709999847412109,0.3629999923706055,0.023294098675251,Hertha Berlin,Kevin-Prince Boateng,MissedShots,OpenPlay,2021,2022-04-24 15:30:00,17789,,Dispossessed
1,2,0.97,0.54,0.1354459375143051,Hertha Berlin,Marc-Oliver Kempf,MissedShots,FromCorner,2021,2022-04-24 15:30:00,17789,Marvin Plattenhardt,Cross
2,3,0.916999969482422,0.4820000076293945,0.3709591925144195,Hertha Berlin,Davie Selke,Goal,OpenPlay,2021,2022-04-24 15:30:00,17789,Marvin Plattenhardt,Cross
3,46,0.9290000152587892,0.51,0.0544764809310436,Hertha Berlin,Marc-Oliver Kempf,BlockedShot,FromCorner,2021,2022-04-24 15:30:00,17789,Marvin Plattenhardt,End
4,46,0.981999969482422,0.4120000076293945,0.0404320172965526,Hertha Berlin,Lucas Tousart,MissedShots,FromCorner,2021,2022-04-24 15:30:00,17789,,Aerial
5,67,0.7680000305175781,0.3160000038146973,0.0254410374909639,Hertha Berlin,Peter Pekarík,MissedShots,OpenPlay,2021,2022-04-24 15:30:00,17789,,BallRecovery
6,67,0.875,0.4709999847412109,0.1124441400170326,Hertha Berlin,Ishak Belfodil,MissedShots,OpenPlay,2021,2022-04-24 15:30:00,17789,Peter Pekarík,CornerAwarded
7,92,0.845,0.7030000305175781,0.0415517538785934,Hertha Berlin,Maximilian Mittelstädt,MissedShots,OpenPlay,2021,2022-04-24 15:30:00,17789,Niklas Stark,Pass
8,92,0.950999984741211,0.4129999923706055,0.1495748162269592,Hertha Berlin,Ishak Belfodil,Goal,OpenPlay,2021,2022-04-24 15:30:00,17789,Maximilian Mittelstädt,Rebound
9,12,0.745999984741211,0.5120000076293946,0.0190877430140972,VfB Stuttgart,Wataru Endo,SavedShot,OpenPlay,2021,2022-04-24 15:30:00,17789,,Dispossessed
10,34,0.769000015258789,0.56,0.0249326676130294,VfB Stuttgart,Borna Sosa,BlockedShot,OpenPlay,2021,2022-04-24 15:30:00,17789,Tiago Tomás,Pass
11,34,0.784000015258789,0.625,0.0259986165910959,VfB Stuttgart,Orel Mangala,BlockedShot,OpenPlay,2021,2022-04-24 15:30:00,17789,,Rebound
12,37,0.7319999694824219,0.445,0.0155694363638758,VfB Stuttgart,Chris Führich,SavedShot,OpenPlay,2021,2022-04-24 15:30:00,17789,Sasa Kalajdzic,BallTouch
13,51,0.8909999847412109,0.645,0.1075008586049079,VfB Stuttgart,Konstantinos Mavropanos,BlockedShot,OpenPlay,2021,2022-04-24 15:30:00,17789,,BallRecovery
14,55,0.7859999847412109,0.3270000076293945,0.0218557361513376,VfB Stuttgart,Chris Führich,SavedShot,OpenPlay,2021,2022-04-24 15:30:00,17789,Sasa Kalajdzic,Pass
15,57,0.8540000152587891,0.5370000076293945,0.0664495080709457,VfB Stuttgart,Erik Thommy,SavedShot,OpenPlay,2021,2022-04-24 15:30:00,17789,,Dispossessed
16,64,0.8030000305175782,0.525,0.0421295799314975,VfB Stuttgart,Tiago Tomás,BlockedShot,OpenPlay,2021,2022-04-24 15:30:00,17789,,None
17,64,0.81,0.5220000076293946,0.0466277711093425,VfB Stuttgart,Tiago Tomás,SavedShot,OpenPlay,2021,2022-04-24 15:30:00,17789,,Rebound
18,78,0.8809999847412109,0.504000015258789,0.0174374170601367,VfB Stuttgart,Tiago Tomás,MissedShots,SetPiece,2021,2022-04-24 15:30:00,17789,Borna Sosa,Aerial
19,83,0.7709999847412109,0.7230000305175781,0.0206524971872568,VfB Stuttgart,Tiago Tomás,MissedShots,OpenPlay,2021,2022-04-24 15:30:00,17789,Sasa Kalajdzic,LayOff
20,89,0.915,0.5059999847412109,0.0461127385497093,VfB Stuttgart,Konstantinos Mavropanos,MissedShots,OpenPlay,2021,2022-04-24 15:30:00,17789,Borna Sosa,Aerial
0,3,0.965,0.6359999847412109,0.0132283419370651,Hertha Berlin,Davie Selke,SavedShot,OpenPlay,2021,2021-08-21 13:30:00,17528,Marvin Plattenhardt,Aerial
1,4,0.8859999847412109,0.764000015258789,0.0212514959275722,Hertha Berlin,Kevin-Prince Boateng,MissedShots,FromCorner,2021,2021-08-21 13:30:00,17528,,None
2,6,0.7909999847412109,0.3029999923706055,0.0216476246714591,Hertha Berlin,Dodi Lukebakio,MissedShots,OpenPlay,2021,2021-08-21 13:30:00,17528,Peter Pekarík,Pass
3,47,0.8019999694824219,0.605999984741211,0.0372635126113891,Hertha Berlin,Javairo Dilrosun,BlockedShot,OpenPlay,2021,2021-08-21 13:30:00,17528,Dedryck Boyata,Pass
4,48,0.8380000305175781,0.7090000152587891,0.0298174507915973,Hertha Berlin,Stevan Jovetic,SavedShot,OpenPlay,2021,2021-08-21 13:30:00,17528,,None
5,51,0.77,0.475,0.0879421681165695,Hertha Berlin,Marvin Plattenhardt,BlockedShot,DirectFreekick,2021,2021-08-21 13:30:00,17528,,Standard
6,55,0.725,0.575999984741211,0.0103466492146253,Hertha Berlin,Suat Serdar,BlockedShot,OpenPlay,2021,2021-08-21 13:30:00,17528,,Aerial
7,59,0.885,0.5,0.75777667760849,Hertha Berlin,Dodi Lukebakio,Goal,Penalty,2021,2021-08-21 13:30:00,17528,,Standard
8,76,0.7340000152587891,0.33,0.0182932838797569,Hertha Berlin,Dodi Lukebakio,SavedShot,OpenPlay,2021,2021-08-21 13:30:00,17528,Stevan Jovetic,Pass
9,79,0.8980000305175782,0.6359999847412109,0.0867183431982994,Hertha Berlin,Santiago Ascacibar,MissedShots,OpenPlay,2021,2021-08-21 13:30:00,17528,Stevan Jovetic,Pass
10,82,0.784000015258789,0.7880000305175782,0.0166574399918317,Hertha Berlin,Marco Richter,SavedShot,FromCorner,2021,2021-08-21 13:30:00,17528,Marvin Plattenhardt,Pass
11,82,0.84,0.2770000076293945,0.0319724753499031,Hertha Berlin,Stevan Jovetic,BlockedShot,FromCorner,2021,2021-08-21 13:30:00,17528,,Rebound
12,92,0.8640000152587891,0.315,0.0416236855089664,Hertha Berlin,Peter Pekarík,MissedShots,OpenPlay,2021,2021-08-21 13:30:00,17528,,None
13,5,0.855,0.5159999847412109,0.0194809399545192,Wolfsburg,Maxence Lacroix,MissedShots,OpenPlay,2021,2021-08-21 13:30:00,17528,Maximilian Arnold,Cross
14,14,0.8809999847412109,0.5870000076293945,0.0154423220083117,Wolfsburg,Bote Baku,MissedShots,OpenPlay,2021,2021-08-21 13:30:00,17528,Kevin Mbabu,Aerial
15,14,0.8719999694824219,0.654000015258789,0.0232084412127733,Wolfsburg,Renato Steffen,BlockedShot,OpenPlay,2021,2021-08-21 13:30:00,17528,,Aerial
16,16,0.8830000305175781,0.5659999847412109,0.0470071583986282,Wolfsburg,Wout Weghorst,SavedShot,OpenPlay,2021,2021-08-21 13:30:00,17528,Jérôme Roussillon,Cross
17,26,0.835999984741211,0.6309999847412109,0.0455804206430912,Wolfsburg,Renato Steffen,BlockedShot,OpenPlay,2021,2021-08-21 13:30:00,17528,Maximilian Philipp,Pass
18,44,0.860999984741211,0.4779999923706055,0.0139030469581484,Wolfsburg,Bote Baku,MissedShots,OpenPlay,2021,2021-08-21 13:30:00,17528,Kevin Mbabu,Aerial
19,46,0.8980000305175782,0.605,0.0766085460782051,Wolfsburg,Wout Weghorst,MissedShots,OpenPlay,2021,2021-08-21 13:30:00,17528,Renato Steffen,Cross
20,70,0.8909999847412109,0.6020000076293945,0.0662116035819053,Wolfsburg,Lukas Nmecha,BlockedShot,OpenPlay,2021,2021-08-21 13:30:00,17528,Kevin Mbabu,HeadPass
21,71,0.8669999694824219,0.3279999923706054,0.0556875392794609,Wolfsburg,Bote Baku,BlockedShot,OpenPlay,2021,2021-08-21 13:30:00,17528,John Brooks,Pass
22,73,0.8540000152587891,0.3390000152587891,0.0407568365335464,Wolfsburg,Bote Baku,Goal,OpenPlay,2021,2021-08-21 13:30:00,17528,Xaver Schlager,Pass
23,80,0.8909999847412109,0.5940000152587891,0.0127774141728878,Wolfsburg,Maxence Lacroix,MissedShots,FromCorner,2021,2021-08-21 13:30:00,17528,Maximilian Arnold,Aerial
24,87,0.9259999847412108,0.46,0.1413447856903076,Wolfsburg,Lukas Nmecha,Goal,OpenPlay,2021,2021-08-21 13:30:00,17528,Josip Brekalo,Pass
0,4,0.855,0.534000015258789,0.0745220407843589,Wolfsburg,Yannick Gerhardt,MissedShots,OpenPlay,2021,2022-01-15 14:30:00,17685,Maximilian Arnold,Throughball
1,14,0.805,0.6880000305175781,0.0197703447192907,Wolfsburg,Jérôme Roussillon,BlockedShot,FromCorner,2021,2022-01-15 14:30:00,17685,,None
2,15,0.8969999694824219,0.5129999923706055,0.3370907306671142,Wolfsburg,Gian-Luca Waldschmidt,MissedShots,OpenPlay,2021,2022-01-15 14:30:00,17685,Jérôme Roussillon,Cross
3,17,0.909000015258789,0.524000015258789,0.3556056916713714,Wolfsburg,Wout Weghorst,SavedShot,OpenPlay,2021,2022-01-15 14:30:00,17685,Jérôme Roussillon,Cross
4,28,0.906999969482422,0.5970000076293945,0.3943910598754883,Wolfsburg,Yannick Gerhardt,SavedShot,OpenPlay,2021,2022-01-15 14:30:00,17685,Wout Weghorst,Pass
5,57,0.8980000305175782,0.43,0.0843217149376869,Wolfsburg,Gian-Luca Waldschmidt,BlockedShot,OpenPlay,2021,2022-01-15 14:30:00,17685,Maxence Lacroix,Chipped
6,58,0.735999984741211,0.5970000076293945,0.0161067172884941,Wolfsburg,Yannick Gerhardt,BlockedShot,OpenPlay,2021,2022-01-15 14:30:00,17685,Renato Steffen,Pass
7,58,0.749000015258789,0.6840000152587891,0.012515066191554,Wolfsburg,Gian-Luca Waldschmidt,MissedShots,OpenPlay,2021,2022-01-15 14:30:00,17685,,Rebound
8,74,0.978000030517578,0.5729999923706055,0.5075542330741882,Wolfsburg,Sebastiaan Bornauw,SavedShot,SetPiece,2021,2022-01-15 14:30:00,17685,John Brooks,HeadPass
9,35,0.9080000305175782,0.3020000076293945,0.0513324178755283,Hertha Berlin,Marco Richter,MissedShots,OpenPlay,2021,2022-01-15 14:30:00,17685,,None
10,48,0.78,0.4659999847412109,0.016270026564598,Hertha Berlin,Santiago Ascacibar,MissedShots,FromCorner,2021,2022-01-15 14:30:00,17685,,Aerial
11,49,0.973000030517578,0.644000015258789,0.0609830878674984,Hertha Berlin,Marco Richter,MissedShots,OpenPlay,2021,2022-01-15 14:30:00,17685,Vladimir Darida,Chipped
12,51,0.7880000305175782,0.3529999923706055,0.022683834657073,Hertha Berlin,Marco Richter,MissedShots,OpenPlay,2021,2022-01-15 14:30:00,17685,Maximilian Mittelstädt,Chipped
13,72,0.9440000152587892,0.6619999694824219,0.0971632450819015,Hertha Berlin,Marco Richter,SavedShot,OpenPlay,2021,2022-01-15 14:30:00,17685,,TakeOn
14,76,0.948000030517578,0.325,0.0655033215880394,Hertha Berlin,Ishak Belfodil,MissedShots,OpenPlay,2021,2022-01-15 14:30:00,17685,Lukas Klünter,Pass
0,9,0.8190000152587891,0.655,0.0313476249575614,Hoffenheim,Andrej Kramaric,BlockedShot,OpenPlay,2021,2021-09-11 13:30:00,17544,Dennis Geiger,Chipped
1,15,0.904000015258789,0.585,0.0835520774126052,Hoffenheim,Mijat Gacinovic,MissedShots,OpenPlay,2021,2021-09-11 13:30:00,17544,Georginio Rutter,Cross
2,23,0.860999984741211,0.3620000076293945,0.0512189231812953,Hoffenheim,Jacob Bruun Larsen,MissedShots,OpenPlay,2021,2021-09-11 13:30:00,17544,Georginio Rutter,None
3,53,0.9590000152587892,0.43,0.0550932697951793,Hoffenheim,Jacob Bruun Larsen,BlockedShot,OpenPlay,2021,2021-09-11 13:30:00,17544,Andrej Kramaric,CornerAwarded
4,56,0.815,0.5129999923706055,0.0181834846735,Hoffenheim,Sebastian Rudy,BlockedShot,OpenPlay,2021,2021-09-11 13:30:00,17544,,Aerial
5,60,0.784000015258789,0.5459999847412109,0.103011630475521,Hoffenheim,Andrej Kramaric,MissedShots,DirectFreekick,2021,2021-09-11 13:30:00,17544,,Standard
6,78,0.9540000152587892,0.409000015258789,0.0758915990591049,Hoffenheim,Georginio Rutter,MissedShots,FromCorner,2021,2021-09-11 13:30:00,17544,David Raum,Cross
7,86,0.84,0.3879999923706054,0.0197468996047973,Hoffenheim,Christoph Baumgartner,MissedShots,OpenPlay,2021,2021-09-11 13:30:00,17544,Pavel Kaderábek,Aerial
8,92,0.904000015258789,0.5279999923706055,0.0716674923896789,Hoffenheim,Andrej Kramaric,MissedShots,FromCorner,2021,2021-09-11 13:30:00,17544,David Raum,Cross
9,6,0.98,0.7730000305175782,0.0336728431284427,Mainz 05,Karim Onisiwo,MissedShots,OpenPlay,2021,2021-09-11 13:30:00,17544,Moussa Niakhate,Chipped
10,14,0.8,0.6630000305175782,0.0308759659528732,Mainz 05,Karim Onisiwo,BlockedShot,OpenPlay,2021,2021-09-11 13:30:00,17544,Leandro Barreiro Martins,BallTouch
11,17,0.7819999694824219,0.6419999694824219,0.0771780982613563,Mainz 05,Jeremiah St. Juste,SavedShot,DirectFreekick,2021,2021-09-11 13:30:00,17544,,Standard
12,18,0.9059999847412108,0.5479999923706055,0.0220922734588384,Mainz 05,Jeremiah St. Juste,BlockedShot,FromCorner,2021,2021-09-11 13:30:00,17544,Jean-Paul Boëtius,Aerial
13,19,0.710999984741211,0.5059999847412109,0.0124099645763635,Mainz 05,Anderson-Lenda Lucoqui,BlockedShot,OpenPlay,2021,2021-09-11 13:30:00,17544,,None
14,19,0.8069999694824219,0.5179999923706055,0.0496650524437427,Mainz 05,Jonathan Burkardt,SavedShot,OpenPlay,2021,2021-09-11 13:30:00,17544,Anderson-Lenda Lucoqui,None
15,20,0.8380000305175781,0.5259999847412109,0.2724583148956299,Mainz 05,Jonathan Burkardt,Goal,OpenPlay,2021,2021-09-11 13:30:00,17544,Dominik Kohr,Pass
16,21,0.7719999694824219,0.5840000152587891,0.041049625724554,Mainz 05,Jean-Paul Boëtius,MissedShots,OpenPlay,2021,2021-09-11 13:30:00,17544,,None
17,41,0.975,0.349000015258789,0.0238852631300687,Mainz 05,Karim Onisiwo,MissedShots,OpenPlay,2021,2021-09-11 13:30:00,17544,,None
18,50,0.7830000305175782,0.53,0.0435300394892692,Mainz 05,Leandro Barreiro Martins,SavedShot,OpenPlay,2021,2021-09-11 13:30:00,17544,Anderson-Lenda Lucoqui,Pass
19,76,0.85,0.445,0.095006063580513,Mainz 05,Marcus Ingvartsen,Goal,OpenPlay,2021,2021-09-11 13:30:00,17544,Anton Stach,Pass
20,90,0.884000015258789,0.649000015258789,0.1156457513570785,Mainz 05,Marcus Ingvartsen,MissedShots,OpenPlay,2021,2021-09-11 13:30:00,17544,Jeremiah St. Juste,Pass
21,93,0.8730000305175781,0.6120000076293945,0.1160071343183517,Mainz 05,Ádám Szalai,MissedShots,OpenPlay,2021,2021-09-11 13:30:00,17544,Marcus Ingvartsen,Pass
0,24,0.9290000152587892,0.4879999923706055,0.1386049389839172,Mainz 05,Jonathan Burkardt,MissedShots,OpenPlay,2021,2022-02-05 14:30:00,17700,Aarón Martín,Cross
1,38,0.9,0.645,0.1051271483302116,Mainz 05,Jonathan Burkardt,SavedShot,OpenPlay,2021,2022-02-05 14:30:00,17700,Karim Onisiwo,Pass
2,51,0.7219999694824218,0.56,0.0156687870621681,Mainz 05,Anton Stach,SavedShot,OpenPlay,2021,2022-02-05 14:30:00,17700,Jean-Paul Boëtius,Pass
3,59,0.9080000305175782,0.5509999847412109,0.0671111717820167,Mainz 05,Stefan Bell,MissedShots,FromCorner,2021,2022-02-05 14:30:00,17700,Aarón Martín,Cross
4,66,0.958000030517578,0.4729999923706054,0.1203613579273223,Mainz 05,Karim Onisiwo,MissedShots,FromCorner,2021,2022-02-05 14:30:00,17700,Leandro Barreiro Martins,HeadPass
5,74,0.7119999694824218,0.4570000076293945,0.0449392981827259,Mainz 05,Anton Stach,MissedShots,DirectFreekick,2021,2022-02-05 14:30:00,17700,,Standard
6,76,0.8480000305175781,0.495,0.0104714082553982,Mainz 05,Karim Onisiwo,BlockedShot,OpenPlay,2021,2022-02-05 14:30:00,17700,Stefan Bell,Aerial
7,78,0.8780000305175781,0.455,0.3889241814613342,Mainz 05,Jae-Sung Lee,Goal,OpenPlay,2021,2022-02-05 14:30:00,17700,Karim Onisiwo,Pass
8,82,0.885,0.5,0.75777667760849,Mainz 05,Moussa Niakhate,Goal,Penalty,2021,2022-02-05 14:30:00,17700,,Standard
9,88,0.870999984741211,0.580999984741211,0.1296926587820053,Mainz 05,Delano Burgzorg,BlockedShot,OpenPlay,2021,2022-02-05 14:30:00,17700,,TakeOn
10,2,0.845,0.4329999923706055,0.0715250298380851,Hoffenheim,Angelo Stiller,BlockedShot,OpenPlay,2021,2022-02-05 14:30:00,17700,Ihlas Bebou,Pass
11,3,0.905,0.4540000152587891,0.0429945141077041,Hoffenheim,Georginio Rutter,ShotOnPost,OpenPlay,2021,2022-02-05 14:30:00,17700,Andrej Kramaric,Aerial
12,7,0.784000015258789,0.3139999961853027,0.013833088800311,Hoffenheim,Angelo Stiller,BlockedShot,FromCorner,2021,2022-02-05 14:30:00,17700,,Aerial
13,7,0.865,0.409000015258789,0.0700006335973739,Hoffenheim,Munas Dabbur,BlockedShot,FromCorner,2021,2022-02-05 14:30:00,17700,Angelo Stiller,Rebound
14,7,0.9280000305175782,0.2660000038146972,0.0434447452425956,Hoffenheim,David Raum,SavedShot,FromCorner,2021,2022-02-05 14:30:00,17700,Munas Dabbur,Pass
15,21,0.870999984741211,0.625999984741211,0.0641003847122192,Hoffenheim,Munas Dabbur,MissedShots,OpenPlay,2021,2022-02-05 14:30:00,17700,,None
16,31,0.935,0.47,0.1159048750996589,Hoffenheim,Munas Dabbur,MissedShots,OpenPlay,2021,2022-02-05 14:30:00,17700,David Raum,Chipped
17,40,0.7369999694824219,0.6959999847412109,0.0113656911998987,Hoffenheim,Georginio Rutter,MissedShots,OpenPlay,2021,2022-02-05 14:30:00,17700,Munas Dabbur,LayOff
18,46,0.93,0.575,0.3184600174427032,Hoffenheim,Munas Dabbur,ShotOnPost,OpenPlay,2021,2022-02-05 14:30:00,17700,David Raum,Cross
19,46,0.8819999694824219,0.4209999847412109,0.1023577451705932,Hoffenheim,Andrej Kramaric,SavedShot,OpenPlay,2021,2022-02-05 14:30:00,17700,Munas Dabbur,Pass
20,47,0.8490000152587891,0.4970000076293945,0.0540130212903022,Hoffenheim,Angelo Stiller,BlockedShot,FromCorner,2021,2022-02-05 14:30:00,17700,David Raum,Pass
21,55,0.9230000305175782,0.4309999847412109,0.0449227578938007,Hoffenheim,Georginio Rutter,MissedShots,SetPiece,2021,2022-02-05 14:30:00,17700,David Raum,Aerial
22,63,0.96,0.5479999923706055,0.150696575641632,Hoffenheim,Angelo Stiller,MissedShots,OpenPlay,2021,2022-02-05 14:30:00,17700,David Raum,Cross
23,63,0.950999984741211,0.3870000076293945,0.0818611085414886,Hoffenheim,Ihlas Bebou,MissedShots,OpenPlay,2021,2022-02-05 14:30:00,17700,Angelo Stiller,None
24,67,0.9409999847412108,0.4570000076293945,0.0999880880117416,Hoffenheim,Angelo Stiller,MissedShots,OpenPlay,2021,2022-02-05 14:30:00,17700,David Raum,Aerial
25,93,0.9009999847412108,0.7440000152587891,0.0332300551235675,Hoffenheim,David Raum,SavedShot,OpenPlay,2021,2022-02-05 14:30:00,17700,Dennis Geiger,Pass
0,2,0.825,0.6859999847412109,0.031286709010601,Hoffenheim,Georginio Rutter,MissedShots,OpenPlay,2021,2021-11-20 14:30:00,17618,Dennis Geiger,Pass
1,11,0.9009999847412108,0.5629999923706055,0.1267612427473068,Hoffenheim,Dennis Geiger,BlockedShot,OpenPlay,2021,2021-11-20 14:30:00,17618,David Raum,Pass
2,11,0.9209999847412108,0.4490000152587891,0.0883105397224426,Hoffenheim,Diadie Samassékou,Goal,FromCorner,2021,2021-11-20 14:30:00,17618,Dennis Geiger,Cross
3,13,0.8580000305175781,0.3879999923706054,0.080083280801773,Hoffenheim,Kevin Akpoguma,BlockedShot,OpenPlay,2021,2021-11-20 14:30:00,17618,,None
4,14,0.921999969482422,0.504000015258789,0.1031914576888084,Hoffenheim,Georginio Rutter,MissedShots,FromCorner,2021,2021-11-20 14:30:00,17618,Stefan Posch,BallTouch
5,20,0.8930000305175781,0.655,0.0772891342639923,Hoffenheim,David Raum,SavedShot,OpenPlay,2021,2021-11-20 14:30:00,17618,,None
6,21,0.72,0.5070000076293946,0.0218507647514343,Hoffenheim,Kevin Akpoguma,SavedShot,OpenPlay,2021,2021-11-20 14:30:00,17618,Munas Dabbur,Tackle
7,23,0.8719999694824219,0.3570000076293945,0.0737292915582656,Hoffenheim,Kevin Akpoguma,SavedShot,OpenPlay,2021,2021-11-20 14:30:00,17618,Florian Grillitsch,Chipped
8,34,0.9440000152587892,0.5459999847412109,0.1288706213235855,Hoffenheim,Stefan Posch,MissedShots,SetPiece,2021,2021-11-20 14:30:00,17618,Dennis Geiger,Cross
9,45,0.92,0.580999984741211,0.4419533312320709,Hoffenheim,Georginio Rutter,SavedShot,OpenPlay,2021,2021-11-20 14:30:00,17618,Munas Dabbur,Pass
10,50,0.9159999847412108,0.519000015258789,0.1366975605487823,Hoffenheim,Georginio Rutter,MissedShots,OpenPlay,2021,2021-11-20 14:30:00,17618,Kevin Akpoguma,Cross
11,59,0.9409999847412108,0.4729999923706054,0.1288926899433136,Hoffenheim,Kevin Akpoguma,MissedShots,FromCorner,2021,2021-11-20 14:30:00,17618,David Raum,Cross
12,64,0.8440000152587891,0.4359999847412109,0.0851779654622078,Hoffenheim,Dennis Geiger,MissedShots,OpenPlay,2021,2021-11-20 14:30:00,17618,Munas Dabbur,Pass
13,65,0.870999984741211,0.7290000152587891,0.049761276692152,Hoffenheim,Georginio Rutter,BlockedShot,OpenPlay,2021,2021-11-20 14:30:00,17618,,None
14,66,0.906999969482422,0.5,0.0423022136092186,Hoffenheim,Georginio Rutter,SavedShot,FromCorner,2021,2021-11-20 14:30:00,17618,David Raum,Aerial
15,67,0.785,0.575,0.0498426556587219,Hoffenheim,Munas Dabbur,Goal,OpenPlay,2021,2021-11-20 14:30:00,17618,,BallRecovery
16,71,0.899000015258789,0.5629999923706055,0.0568592548370361,Hoffenheim,Angelo Stiller,SavedShot,SetPiece,2021,2021-11-20 14:30:00,17618,Florian Grillitsch,Chipped
17,77,0.9259999847412108,0.484000015258789,0.4582925140857696,Hoffenheim,Ihlas Bebou,ShotOnPost,OpenPlay,2021,2021-11-20 14:30:00,17618,Sargis Adamyan,Cross
18,77,0.985999984741211,0.5529999923706055,0.8580806255340576,Hoffenheim,Florian Grillitsch,ShotOnPost,OpenPlay,2021,2021-11-20 14:30:00,17618,,Rebound
19,77,0.909000015258789,0.5690000152587891,0.023348806425929,Hoffenheim,Ihlas Bebou,BlockedShot,OpenPlay,2021,2021-11-20 14:30:00,17618,,None
20,84,0.8830000305175781,0.4359999847412109,0.1324382275342941,Hoffenheim,Sargis Adamyan,MissedShots,OpenPlay,2021,2021-11-20 14:30:00,17618,Kevin Akpoguma,Pass
21,88,0.9590000152587892,0.4620000076293945,0.0869950279593467,Hoffenheim,Chris Richards,MissedShots,FromCorner,2021,2021-11-20 14:30:00,17618,David Raum,Aerial
22,6,0.7340000152587891,0.5409999847412109,0.014756410382688,RasenBallsport Leipzig,Josko Gvardiol,BlockedShot,OpenPlay,2021,2021-11-20 14:30:00,17618,Christopher Nkunku,HeadPass
23,25,0.89,0.685,0.0556467361748218,RasenBallsport Leipzig,Kevin Kampl,BlockedShot,OpenPlay,2021,2021-11-20 14:30:00,17618,Angelino,Pass
24,51,0.7609999847412109,0.605,0.0244380105286836,RasenBallsport Leipzig,Emil Forsberg,MissedShots,OpenPlay,2021,2021-11-20 14:30:00,17618,Dominik Szoboszlai,Pass
25,61,0.8969999694824219,0.3429999923706054,0.0565165616571903,RasenBallsport Leipzig,Benjamin Henrichs,BlockedShot,OpenPlay,2021,2021-11-20 14:30:00,17618,,Dispossessed
26,62,0.85,0.4820000076293945,0.0597251169383525,RasenBallsport Leipzig,Christopher Nkunku,MissedShots,OpenPlay,2021,2021-11-20 14:30:00,17618,Angelino,Cross
0,4,0.879000015258789,0.4479999923706054,0.0541877001523971,RasenBallsport Leipzig,Christopher Nkunku,Goal,SetPiece,2021,2022-04-10 17:30:00,17775,Dominik Szoboszlai,Cross
1,8,0.8930000305175781,0.4629999923706054,0.0445211306214332,RasenBallsport Leipzig,Emil Forsberg,MissedShots,OpenPlay,2021,2022-04-10 17:30:00,17775,Nordi Mukiele,Chipped
2,16,0.889000015258789,0.634000015258789,0.0866055339574813,RasenBallsport Leipzig,Emil Forsberg,MissedShots,OpenPlay,2021,2022-04-10 17:30:00,17775,,None
3,19,0.9180000305175782,0.6519999694824219,0.0934253111481666,RasenBallsport Leipzig,Marcel Halstenberg,Goal,OpenPlay,2021,2022-04-10 17:30:00,17775,Konrad Laimer,BallTouch
4,23,0.9009999847412108,0.379000015258789,0.0326032973825931,RasenBallsport Leipzig,Nordi Mukiele,SavedShot,SetPiece,2021,2022-04-10 17:30:00,17775,Marcel Halstenberg,Cross
5,43,0.933000030517578,0.4759999847412109,0.6298109889030457,RasenBallsport Leipzig,Dominik Szoboszlai,Goal,OpenPlay,2021,2022-04-10 17:30:00,17775,Christopher Nkunku,HeadPass
6,50,0.7119999694824218,0.534000015258789,0.0223618876188993,RasenBallsport Leipzig,Christopher Nkunku,BlockedShot,OpenPlay,2021,2022-04-10 17:30:00,17775,Tyler Adams,Pass
7,53,0.894000015258789,0.295,0.0369470715522766,RasenBallsport Leipzig,Christopher Nkunku,MissedShots,FromCorner,2021,2022-04-10 17:30:00,17775,Marcel Halstenberg,Pass
