,min,x,y,xG,team,player,result,situation,season,datum,match_id,player_assisted,lastAction
11,78,0.8619999694824219,0.5270000076293946,0.0218491908162832,VfB Stuttgart,Enzo Millot,SavedShot,OpenPlay,2022,2022-08-20 13:30:00,19363,Luca Pfeiffer,Aerial
12,83,0.91,0.610999984741211,0.0115124909207224,VfB Stuttgart,Konstantinos Mavropanos,MissedShots,SetPiece,2022,2022-08-20 13:30:00,19363,Enzo Millot,Aerial
13,86,0.6969999694824218,0.479000015258789,0.01102140173316,VfB Stuttgart,Enzo Millot,BlockedShot,OpenPlay,2022,2022-08-20 13:30:00,19363,,None
14,91,0.7909999847412109,0.2860000038146972,0.0177257694303989,VfB Stuttgart,Lilian Egloff,MissedShots,OpenPlay,2022,2022-08-20 13:30:00,19363,,None
15,92,0.825,0.3879999923706054,0.0323094055056571,VfB Stuttgart,Luca Pfeiffer,BlockedShot,OpenPlay,2022,2022-08-20 13:30:00,19363,Sasa Kalajdzic,HeadPass
16,97,0.8540000152587891,0.4809999847412109,0.0092723276466131,VfB Stuttgart,Waldemar Anton,MissedShots,OpenPlay,2022,2022-08-20 13:30:00,19363,Florian Müller,Aerial
17,10,0.9740000152587892,0.5640000152587891,0.5273958444595337,Freiburg,Vincenzo Grifo,Goal,OpenPlay,2022,2022-08-20 13:30:00,19363,Kiliann Sildillia,Cross
18,12,0.7040000152587891,0.7030000305175781,0.0139751741662621,Freiburg,Matthias Ginter,SavedShot,OpenPlay,2022,2022-08-20 13:30:00,19363,,BallRecovery
19,23,0.7780000305175782,0.524000015258789,0.0463150702416896,Freiburg,Roland Sallai,BlockedShot,OpenPlay,2022,2022-08-20 13:30:00,19363,Christian Günter,Pass
20,29,0.904000015258789,0.4459999847412109,0.1051914766430854,Freiburg,Michael Gregoritsch,MissedShots,OpenPlay,2022,2022-08-20 13:30:00,19363,Ritsu Doan,Cross
21,45,0.7269999694824218,0.2320000076293945,0.0165246035903692,Freiburg,Roland Sallai,MissedShots,OpenPlay,2022,2022-08-20 13:30:00,19363,Vincenzo Grifo,Pass
22,49,0.8809999847412109,0.3229999923706054,0.0736142620444297,Freiburg,Ritsu Doan,SavedShot,OpenPlay,2022,2022-08-20 13:30:00,19363,Vincenzo Grifo,Pass
23,68,0.860999984741211,0.4870000076293945,0.0753129944205284,Freiburg,Woo-Yeong Jeong,MissedShots,OpenPlay,2022,2022-08-20 13:30:00,19363,Christian Günter,Cross
24,72,0.7430000305175781,0.62,0.0238668583333492,Freiburg,Christian Günter,MissedShots,OpenPlay,2022,2022-08-20 13:30:00,19363,Vincenzo Grifo,BallRecovery
25,75,0.7419999694824219,0.6630000305175782,0.0217567402869462,Freiburg,Christian Günter,MissedShots,OpenPlay,2022,2022-08-20 13:30:00,19363,Michael Gregoritsch,Pass
0,8,0.8819999694824219,0.2720000076293945,0.0364752672612667,Mainz 05,Karim Onisiwo,BlockedShot,OpenPlay,2022,2022-09-16 18:30:00,19396,Jae-Sung Lee,Pass
1,17,0.7230000305175781,0.484000015258789,0.0185961332172155,Mainz 05,Karim Onisiwo,MissedShots,OpenPlay,2022,2022-09-16 18:30:00,19396,Jae-Sung Lee,LayOff
2,45,0.799000015258789,0.2489999961853027,0.0201859138906002,Mainz 05,Edimilson Fernandes,MissedShots,OpenPlay,2022,2022-09-16 18:30:00,19396,Leandro Barreiro Martins,Pass
3,46,0.8719999694824219,0.4129999923706055,0.032315582036972,Mainz 05,Jae-Sung Lee,BlockedShot,OpenPlay,2022,2022-09-16 18:30:00,19396,,Aerial
4,52,0.9290000152587892,0.3709999847412109,0.0675154849886894,Mainz 05,Karim Onisiwo,BlockedShot,OpenPlay,2022,2022-09-16 18:30:00,19396,,None
5,63,0.911999969482422,0.539000015258789,0.0361639335751533,Mainz 05,Leandro Barreiro Martins,SavedShot,FromCorner,2022,2022-09-16 18:30:00,19396,Dominik Kohr,Aerial
6,92,0.7880000305175782,0.424000015258789,0.0248384196311235,Mainz 05,Danny da Costa,MissedShots,FromCorner,2022,2022-09-16 18:30:00,19396,,None
7,92,0.8630000305175781,0.5,0.0648099184036254,Mainz 05,Marcus Ingvartsen,MissedShots,FromCorner,2022,2022-09-16 18:30:00,19396,Robin Zentner,Pass
8,93,0.9290000152587892,0.4759999847412109,0.0493130311369895,Mainz 05,Karim Onisiwo,BlockedShot,OpenPlay,2022,2022-09-16 18:30:00,19396,Jae-Sung Lee,Goal
9,93,0.925,0.625999984741211,0.0396159067749977,Mainz 05,Anthony Caci,Goal,OpenPlay,2022,2022-09-16 18:30:00,19396,,Aerial
10,19,0.879000015258789,0.3060000038146973,0.0419289581477642,Hertha Berlin,Dodi Lukebakio,BlockedShot,OpenPlay,2022,2022-09-16 18:30:00,19396,Jean-Paul Boëtius,Pass
11,27,0.705,0.49,0.0174952242523431,Hertha Berlin,Chidera Ejuke,MissedShots,OpenPlay,2022,2022-09-16 18:30:00,19396,Jonjoe Kenny,Pass
12,29,0.8980000305175782,0.4779999923706055,0.2931669056415558,Hertha Berlin,Lucas Tousart,Goal,OpenPlay,2022,2022-09-16 18:30:00,19396,Chidera Ejuke,Chipped
13,40,0.845,0.5890000152587891,0.0849639400839805,Hertha Berlin,Chidera Ejuke,SavedShot,OpenPlay,2022,2022-09-16 18:30:00,19396,Wilfried Kanga,Pass
0,0,0.855,0.484000015258789,0.0980624556541442,Union Berlin,Rani Khedira,BlockedShot,OpenPlay,2022,2022-08-06 13:30:00,19343,Janik Haberer,Pass
1,0,0.845999984741211,0.3770000076293945,0.0545509606599807,Union Berlin,Rani Khedira,MissedShots,OpenPlay,2022,2022-08-06 13:30:00,19343,Genki Haraguchi,Pass
2,13,0.933000030517578,0.7190000152587891,0.0374733172357082,Union Berlin,Jordan Siebatcheu,BlockedShot,OpenPlay,2022,2022-08-06 13:30:00,19343,Julian Ryerson,Pass
3,18,0.705,0.659000015258789,0.0118836658075451,Union Berlin,Julian Ryerson,MissedShots,OpenPlay,2022,2022-08-06 13:30:00,19343,Jordan Siebatcheu,Pass
4,20,0.7340000152587891,0.5970000076293945,0.0113138994202017,Union Berlin,Julian Ryerson,BlockedShot,SetPiece,2022,2022-08-06 13:30:00,19343,,None
5,26,0.7909999847412109,0.7080000305175781,0.0195730905979871,Union Berlin,Julian Ryerson,SavedShot,OpenPlay,2022,2022-08-06 13:30:00,19343,Robin Knoche,Chipped
6,28,0.8980000305175782,0.695,0.0484478026628494,Union Berlin,Genki Haraguchi,BlockedShot,OpenPlay,2022,2022-08-06 13:30:00,19343,Rani Khedira,Pass
7,28,0.9080000305175782,0.3729999923706055,0.0268821883946657,Union Berlin,Christopher Trimmel,SavedShot,OpenPlay,2022,2022-08-06 13:30:00,19343,Janik Haberer,Cross
8,30,0.950999984741211,0.590999984741211,0.0500722639262676,Union Berlin,Jordan Siebatcheu,Goal,OpenPlay,2022,2022-08-06 13:30:00,19343,Sheraldo Becker,Aerial
9,37,0.8680000305175781,0.6179999923706054,0.3054356575012207,Union Berlin,Julian Ryerson,SavedShot,OpenPlay,2022,2022-08-06 13:30:00,19343,Jordan Siebatcheu,Pass
10,44,0.7390000152587891,0.534000015258789,0.0279879290610551,Union Berlin,Diogo Leite,MissedShots,OpenPlay,2022,2022-08-06 13:30:00,19343,,BallRecovery
11,45,0.8809999847412109,0.6029999923706054,0.0179348569363355,Union Berlin,Jordan Siebatcheu,SavedShot,OpenPlay,2022,2022-08-06 13:30:00,19343,Sheraldo Becker,Aerial
12,46,0.8380000305175781,0.7430000305175781,0.0330145545303821,Union Berlin,Sheraldo Becker,SavedShot,OpenPlay,2022,2022-08-06 13:30:00,19343,Janik Haberer,Pass
13,47,0.7430000305175781,0.6530000305175782,0.0247669946402311,Union Berlin,Janik Haberer,MissedShots,OpenPlay,2022,2022-08-06 13:30:00,19343,Genki Haraguchi,Pass
14,49,0.8980000305175782,0.5970000076293945,0.3075184822082519,Union Berlin,Sheraldo Becker,Goal,OpenPlay,2022,2022-08-06 13:30:00,19343,Janik Haberer,Chipped
15,53,0.874000015258789,0.2689999961853027,0.0439878366887569,Union Berlin,Sheraldo Becker,BlockedShot,OpenPlay,2022,2022-08-06 13:30:00,19343,Robin Knoche,Pass
16,53,0.8530000305175781,0.590999984741211,0.0127838049083948,Union Berlin,Robin Knoche,Goal,FromCorner,2022,2022-08-06 13:30:00,19343,Christopher Trimmel,Cross
17,72,0.9109999847412108,0.5640000152587891,0.0289174113422632,Union Berlin,Jordan Siebatcheu,MissedShots,OpenPlay,2022,2022-08-06 13:30:00,19343,Niko Gießelmann,Aerial
18,83,0.7559999847412109,0.615,0.0220273733139038,Union Berlin,Rani Khedira,BlockedShot,OpenPlay,2022,2022-08-06 13:30:00,19343,Andras Schafer,Pass
19,35,0.789000015258789,0.675,0.0726120695471763,Hertha Berlin,Marvin Plattenhardt,SavedShot,DirectFreekick,2022,2022-08-06 13:30:00,19343,,Standard
20,59,0.865,0.4520000076293945,0.0455471612513065,Hertha Berlin,Wilfried Kanga,SavedShot,OpenPlay,2022,2022-08-06 13:30:00,19343,Jonjoe Kenny,Cross
21,70,0.865,0.7290000152587891,0.0322780758142471,Hertha Berlin,Chidera Ejuke,BlockedShot,OpenPlay,2022,2022-08-06 13:30:00,19343,Wilfried Kanga,Pass
22,75,0.764000015258789,0.6609999847412109,0.0160956606268882,Hertha Berlin,Chidera Ejuke,MissedShots,FromCorner,2022,2022-08-06 13:30:00,19343,,None
23,75,0.85,0.5259999847412109,0.071434386074543,Hertha Berlin,Filip Uremovic,BlockedShot,FromCorner,2022,2022-08-06 13:30:00,19343,,Rebound
24,79,0.7909999847412109,0.3229999923706054,0.0212219357490539,Hertha Berlin,Dodi Lukebakio,MissedShots,OpenPlay,2022,2022-08-06 13:30:00,19343,Suat Serdar,Pass
25,84,0.855999984741211,0.364000015258789,0.0929445847868919,Hertha Berlin,Dodi Lukebakio,Goal,OpenPlay,2022,2022-08-06 13:30:00,19343,Stevan Jovetic,Pass
0,18,0.9540000152587892,0.5570000076293945,0.4857103228569031,Hoffenheim,Grischa Prömel,MissedShots,OpenPlay,2022,2022-09-10 13:30:00,19390,Robert Skov,Cross
1,24,0.970999984741211,0.6,0.3041804134845733,Hoffenheim,Andrej Kramaric,MissedShots,OpenPlay,2022,2022-09-10 13:30:00,19390,Georginio Rutter,Chipped
2,27,0.8130000305175781,0.6409999847412109,0.0324989706277847,Hoffenheim,Christoph Baumgartner,BlockedShot,FromCorner,2022,2022-09-10 13:30:00,19390,Robert Skov,Pass
3,36,0.93,0.52,0.1436776220798492,Hoffenheim,Christoph Baumgartner,MissedShots,OpenPlay,2022,2022-09-10 13:30:00,19390,Andrej Kramaric,Cross
4,43,0.885,0.5,0.75777667760849,Hoffenheim,Andrej Kramaric,MissedShots,Penalty,2022,2022-09-10 13:30:00,19390,,Standard
5,45,0.884000015258789,0.509000015258789,0.055175594985485,Hoffenheim,Christoph Baumgartner,SavedShot,OpenPlay,2022,2022-09-10 13:30:00,19390,Andrej Kramaric,Cross
6,48,0.8830000305175781,0.6969999694824218,0.0573245584964752,Hoffenheim,Robert Skov,SavedShot,OpenPlay,2022,2022-09-10 13:30:00,19390,Andrej Kramaric,HeadPass
7,51,0.92,0.6090000152587891,0.0722900554537773,Hoffenheim,Pavel Kaderábek,MissedShots,FromCorner,2022,2022-09-10 13:30:00,19390,Dennis Geiger,Pass
8,52,0.9519999694824218,0.4720000076293945,0.5959276556968689,Hoffenheim,Andrej Kramaric,Goal,OpenPlay,2022,2022-09-10 13:30:00,19390,Georginio Rutter,Chipped
9,55,0.7219999694824218,0.4329999923706055,0.0486495085060596,Hoffenheim,Robert Skov,BlockedShot,DirectFreekick,2022,2022-09-10 13:30:00,19390,,Standard
10,55,0.730999984741211,0.445,0.0132268192246556,Hoffenheim,Robert Skov,MissedShots,SetPiece,2022,2022-09-10 13:30:00,19390,,Rebound
11,60,0.8909999847412109,0.4279999923706055,0.0597603842616081,Hoffenheim,Grischa Prömel,MissedShots,OpenPlay,2022,2022-09-10 13:30:00,19390,Pavel Kaderábek,Cross
12,62,0.754000015258789,0.3420000076293945,0.0271563977003097,Hoffenheim,Georginio Rutter,SavedShot,OpenPlay,2022,2022-09-10 13:30:00,19390,Ozan Kabak,Pass
13,68,0.8590000152587891,0.4640000152587891,0.3131455779075622,Hoffenheim,Grischa Prömel,Goal,OpenPlay,2022,2022-09-10 13:30:00,19390,Christoph Baumgartner,LayOff
14,72,0.889000015258789,0.469000015258789,0.0596817880868911,Hoffenheim,Munas Dabbur,SavedShot,FromCorner,2022,2022-09-10 13:30:00,19390,Sebastian Rudy,Cross
15,75,0.8540000152587891,0.3420000076293945,0.07294712215662,Hoffenheim,Christoph Baumgartner,MissedShots,OpenPlay,2022,2022-09-10 13:30:00,19390,Munas Dabbur,Pass
16,77,0.7669999694824219,0.3359999847412109,0.0222990717738866,Hoffenheim,Christoph Baumgartner,MissedShots,FromCorner,2022,2022-09-10 13:30:00,19390,Angelino,Pass
17,79,0.8780000305175781,0.6040000152587891,0.4035083055496216,Hoffenheim,Georginio Rutter,SavedShot,OpenPlay,2022,2022-09-10 13:30:00,19390,Stanley N&#039;Soki,Pass
18,79,0.879000015258789,0.6609999847412109,0.0759198144078254,Hoffenheim,Angelino,MissedShots,OpenPlay,2022,2022-09-10 13:30:00,19390,Grischa Prömel,Chipped
19,79,0.943000030517578,0.514000015258789,0.6533193588256836,Hoffenheim,Munas Dabbur,Goal,OpenPlay,2022,2022-09-10 13:30:00,19390,Angelino,Rebound
20,91,0.894000015258789,0.4820000076293945,0.4449746310710907,Hoffenheim,Pavel Kaderábek,Goal,OpenPlay,2022,2022-09-10 13:30:00,19390,Angelo Stiller,Pass
21,3,0.8809999847412109,0.4620000076293945,0.3984872102737427,Mainz 05,Jonathan Burkardt,SavedShot,OpenPlay,2022,2022-09-10 13:30:00,19390,,BallTouch
22,6,0.905,0.4679999923706054,0.3339782059192657,Mainz 05,Jonathan Burkardt,MissedShots,OpenPlay,2022,2022-09-10 13:30:00,19390,Karim Onisiwo,Cross
23,12,0.774000015258789,0.3070000076293945,0.0167712494730949,Mainz 05,Karim Onisiwo,MissedShots,OpenPlay,2022,2022-09-10 13:30:00,19390,Alexander Hack,Pass
24,13,0.906999969482422,0.285,0.0499025993049144,Mainz 05,Dominik Kohr,MissedShots,OpenPlay,2022,2022-09-10 13:30:00,19390,Karim Onisiwo,Pass
25,14,0.774000015258789,0.6580000305175782,0.017340000718832,Mainz 05,Angelo Fulgini,BlockedShot,FromCorner,2022,2022-09-10 13:30:00,19390,,None
26,28,0.7830000305175782,0.5220000076293946,0.0398424081504344,Mainz 05,Karim Onisiwo,BlockedShot,OpenPlay,2022,2022-09-10 13:30:00,19390,,BallRecovery
27,65,0.8640000152587891,0.6840000152587891,0.0638234093785286,Mainz 05,Dominik Kohr,BlockedShot,OpenPlay,2022,2022-09-10 13:30:00,19390,Jae-Sung Lee,Pass
28,67,0.94,0.5209999847412109,0.1156756207346916,Mainz 05,Karim Onisiwo,MissedShots,OpenPlay,2022,2022-09-10 13:30:00,19390,Aarón Martín,Cross
29,82,0.835999984741211,0.5479999923706055,0.0503728948533535,Mainz 05,Dominik Kohr,Goal,OpenPlay,2022,2022-09-10 13:30:00,19390,,None
0,12,0.958000030517578,0.6580000305175782,0.0134863452985882,Mainz 05,Silvan Widmer,MissedShots,FromCorner,2022,2022-08-14 13:30:00,19358,Anton Stach,Cross
1,16,0.71,0.6609999847412109,0.0118559058755636,Mainz 05,Anton Stach,SavedShot,OpenPlay,2022,2022-08-14 13:30:00,19358,Karim Onisiwo,Pass
2,53,0.8730000305175781,0.5570000076293945,0.0162348560988903,Mainz 05,Karim Onisiwo,SavedShot,OpenPlay,2022,2022-08-14 13:30:00,19358,Stefan Bell,Aerial
3,57,0.879000015258789,0.4409999847412109,0.1137731149792671,Mainz 05,Anton Stach,SavedShot,OpenPlay,2022,2022-08-14 13:30:00,19358,Silvan Widmer,Pass
4,57,0.7219999694824218,0.315,0.0126680545508861,Mainz 05,Karim Onisiwo,SavedShot,OpenPlay,2022,2022-08-14 13:30:00,19358,,BallRecovery
5,66,0.8930000305175781,0.3320000076293945,0.1139181330800056,Mainz 05,Angelo Fulgini,SavedShot,OpenPlay,2022,2022-08-14 13:30:00,19358,Stefan Bell,Throughball
6,68,0.948000030517578,0.5990000152587891,0.1268903017044067,Mainz 05,Angelo Fulgini,MissedShots,OpenPlay,2022,2022-08-14 13:30:00,19358,Karim Onisiwo,Pass
7,75,0.789000015258789,0.6029999923706054,0.0357698462903499,Mainz 05,Marlon Mustapha,BlockedShot,OpenPlay,2022,2022-08-14 13:30:00,19358,,BallRecovery
8,79,0.8980000305175782,0.5929999923706055,0.1484118700027465,Mainz 05,Marlon Mustapha,MissedShots,OpenPlay,2022,2022-08-14 13:30:00,19358,Angelo Fulgini,TakeOn
9,89,0.764000015258789,0.5579999923706055,0.0242451056838035,Mainz 05,Delano Burgzorg,BlockedShot,OpenPlay,2022,2022-08-14 13:30:00,19358,Aarón Martín,Pass
10,89,0.8880000305175781,0.3629999923706055,0.031295008957386,Mainz 05,Alexander Hack,MissedShots,FromCorner,2022,2022-08-14 13:30:00,19358,,None
11,10,0.931999969482422,0.7569999694824219,0.0211532544344663,Union Berlin,Sheraldo Becker,SavedShot,OpenPlay,2022,2022-08-14 13:30:00,19358,Frederik Rönnow,Pass
12,14,0.7719999694824219,0.4309999847412109,0.0279432386159896,Union Berlin,Rani Khedira,BlockedShot,OpenPlay,2022,2022-08-14 13:30:00,19358,Sheraldo Becker,Pass
13,17,0.7580000305175781,0.6029999923706054,0.0119101954624056,Union Berlin,Niko Gießelmann,MissedShots,OpenPlay,2022,2022-08-14 13:30:00,19358,,Aerial
14,27,0.8030000305175782,0.2789999961853027,0.0234610587358474,Union Berlin,Sheraldo Becker,BlockedShot,FromCorner,2022,2022-08-14 13:30:00,19358,Niko Gießelmann,Pass
15,28,0.926999969482422,0.43,0.0805897042155265,Union Berlin,Jordan Siebatcheu,BlockedShot,FromCorner,2022,2022-08-14 13:30:00,19358,Niko Gießelmann,Cross
16,50,0.7569999694824219,0.645,0.0209125652909278,Union Berlin,Niko Gießelmann,MissedShots,OpenPlay,2022,2022-08-14 13:30:00,19358,Genki Haraguchi,Pass
17,52,0.7190000152587891,0.3859999847412109,0.0191174633800983,Union Berlin,Julian Ryerson,MissedShots,OpenPlay,2022,2022-08-14 13:30:00,19358,Genki Haraguchi,Pass
18,58,0.8040000152587891,0.295,0.0148729970678687,Union Berlin,Julian Ryerson,BlockedShot,OpenPlay,2022,2022-08-14 13:30:00,19358,Sheraldo Becker,Cross
19,58,0.7869999694824219,0.524000015258789,0.0337239652872085,Union Berlin,Rani Khedira,MissedShots,OpenPlay,2022,2022-08-14 13:30:00,19358,Jordan Siebatcheu,Pass
20,88,0.8059999847412109,0.5359999847412109,0.0477473810315132,Union Berlin,Kevin Behrens,SavedShot,OpenPlay,2022,2022-08-14 13:30:00,19358,Rani Khedira,Pass
0,14,0.8630000305175781,0.4909999847412109,0.0710551887750625,Union Berlin,Julian Ryerson,BlockedShot,OpenPlay,2022,2022-08-20 16:30:00,19366,Janik Haberer,HeadPass
1,30,0.81,0.5170000076293946,0.0506920889019966,Union Berlin,Rani Khedira,BlockedShot,OpenPlay,2022,2022-08-20 16:30:00,19366,,None
2,31,0.8159999847412109,0.4609999847412109,0.0871643349528312,Union Berlin,Jordan Siebatcheu,Goal,OpenPlay,2022,2022-08-20 16:30:00,19366,Sheraldo Becker,Pass
3,37,0.9059999847412108,0.3879999923706054,0.1430069506168365,Union Berlin,Sheraldo Becker,Goal,OpenPlay,2022,2022-08-20 16:30:00,19366,Jordan Siebatcheu,Pass
4,43,0.953000030517578,0.2979999923706055,0.1333545297384262,Union Berlin,Sheraldo Becker,MissedShots,OpenPlay,2022,2022-08-20 16:30:00,19366,Janik Haberer,Chipped
5,58,0.9080000305175782,0.5620000076293945,0.1402943283319473,Union Berlin,Jordan Siebatcheu,MissedShots,OpenPlay,2022,2022-08-20 16:30:00,19366,Sheraldo Becker,Pass
6,76,0.769000015258789,0.73,0.0166953597217798,Union Berlin,Julian Ryerson,MissedShots,OpenPlay,2022,2022-08-20 16:30:00,19366,Genki Haraguchi,Pass
7,4,0.8380000305175781,0.3820000076293945,0.0622063539922237,RasenBallsport Leipzig,Christopher Nkunku,BlockedShot,OpenPlay,2022,2022-08-20 16:30:00,19366,Dani Olmo,Pass
8,18,0.914000015258789,0.3359999847412109,0.3232933282852173,RasenBallsport Leipzig,Timo Werner,ShotOnPost,OpenPlay,2022,2022-08-20 16:30:00,19366,,None
9,25,0.914000015258789,0.494000015258789,0.0417117476463317,RasenBallsport Leipzig,Willi Orban,BlockedShot,FromCorner,2022,2022-08-20 16:30:00,19366,David Raum,Aerial
10,26,0.7659999847412109,0.534000015258789,0.0205365009605884,RasenBallsport Leipzig,Kevin Kampl,MissedShots,FromCorner,2022,2022-08-20 16:30:00,19366,,None
11,37,0.895,0.41,0.0711291581392288,RasenBallsport Leipzig,Dani Olmo,BlockedShot,OpenPlay,2022,2022-08-20 16:30:00,19366,,None
12,47,0.735,0.4559999847412109,0.0157959721982479,RasenBallsport Leipzig,Kevin Kampl,BlockedShot,OpenPlay,2022,2022-08-20 16:30:00,19366,Dani Olmo,BallTouch
13,48,0.7469999694824219,0.3779999923706054,0.0155649716034531,RasenBallsport Leipzig,Benjamin Henrichs,MissedShots,FromCorner,2022,2022-08-20 16:30:00,19366,,None
14,50,0.9159999847412108,0.6079999923706054,0.0370790846645832,RasenBallsport Leipzig,Christopher Nkunku,MissedShots,OpenPlay,2022,2022-08-20 16:30:00,19366,Konrad Laimer,Aerial
15,67,0.91,0.57,0.0411140993237495,RasenBallsport Leipzig,Mohamed Simakan,BlockedShot,FromCorner,2022,2022-08-20 16:30:00,19366,David Raum,Cross
16,67,0.901999969482422,0.4640000152587891,0.1198496967554092,RasenBallsport Leipzig,Marcel Halstenberg,BlockedShot,FromCorner,2022,2022-08-20 16:30:00,19366,,Rebound
17,67,0.8680000305175781,0.6819999694824219,0.0483147725462913,RasenBallsport Leipzig,Timo Werner,BlockedShot,FromCorner,2022,2022-08-20 16:30:00,19366,,Rebound
18,75,0.750999984741211,0.3709999847412109,0.011817748658359,RasenBallsport Leipzig,Benjamin Henrichs,BlockedShot,OpenPlay,2022,2022-08-20 16:30:00,19366,,None
19,82,0.755,0.4640000152587891,0.0181406680494546,RasenBallsport Leipzig,Amadou Haidara,BlockedShot,OpenPlay,2022,2022-08-20 16:30:00,19366,Emil Forsberg,Pass
20,82,0.9259999847412108,0.5179999923706055,0.0562620237469673,RasenBallsport Leipzig,Willi Orban,Goal,FromCorner,2022,2022-08-20 16:30:00,19366,David Raum,Aerial
21,88,0.904000015258789,0.3779999923706054,0.0656299591064453,RasenBallsport Leipzig,Benjamin Henrichs,BlockedShot,OpenPlay,2022,2022-08-20 16:30:00,19366,,None
22,88,0.764000015258789,0.4070000076293945,0.0243876725435256,RasenBallsport Leipzig,Amadou Haidara,BlockedShot,OpenPlay,2022,2022-08-20 16:30:00,19366,Emil Forsberg,Rebound
0,19,0.7880000305175782,0.2770000076293945,0.0110814915969967,VfB Stuttgart,Chris Führich,SavedShot,OpenPlay,2022,2022-08-07 13:30:00,19349,Joshua Vagnoman,Aerial
1,30,0.8190000152587891,0.5690000152587891,0.05644441395998,VfB Stuttgart,Naouirou Ahamada,Goal,OpenPlay,2022,2022-08-07 13:30:00,19349,Sasa Kalajdzic,Pass
2,40,0.941999969482422,0.500999984741211,0.1324516087770462,VfB Stuttgart,Sasa Kalajdzic,MissedShots,FromCorner,2022,2022-08-07 13:30:00,19349,Chris Führich,Cross
3,41,0.769000015258789,0.3909999847412109,0.0246760677546262,VfB Stuttgart,Chris Führich,MissedShots,OpenPlay,2022,2022-08-07 13:30:00,19349,Silas Wamangituka,Pass
4,43,0.9030000305175782,0.725,0.0364436395466327,VfB Stuttgart,Tiago Tomás,BlockedShot,OpenPlay,2022,2022-08-07 13:30:00,19349,Naouirou Ahamada,Pass
5,46,0.8480000305175781,0.495,0.1133784055709838,VfB Stuttgart,Silas Wamangituka,BlockedShot,OpenPlay,2022,2022-08-07 13:30:00,19349,Konstantinos Mavropanos,Pass
6,46,0.6890000152587891,0.7130000305175781,0.0113378949463367,VfB Stuttgart,Hiroki Ito,MissedShots,OpenPlay,2022,2022-08-07 13:30:00,19349,Wataru Endo,Pass
7,47,0.725999984741211,0.5220000076293946,0.0694690272212028,VfB Stuttgart,Konstantinos Mavropanos,ShotOnPost,OpenPlay,2022,2022-08-07 13:30:00,19349,Wataru Endo,TakeOn
8,48,0.895,0.38,0.0659328997135162,VfB Stuttgart,Joshua Vagnoman,MissedShots,SetPiece,2022,2022-08-07 13:30:00,19349,Hiroki Ito,Chipped
9,81,0.745999984741211,0.4540000152587891,0.0212140269577503,VfB Stuttgart,Clinton Mola,BlockedShot,OpenPlay,2022,2022-08-07 13:30:00,19349,,BallRecovery
10,95,0.7559999847412109,0.5359999847412109,0.0230585522949695,VfB Stuttgart,Wataru Endo,MissedShots,OpenPlay,2022,2022-08-07 13:30:00,19349,Enzo Millot,Pass
11,2,0.845,0.4209999847412109,0.0794792175292968,RasenBallsport Leipzig,Lukas Klostermann,BlockedShot,OpenPlay,2022,2022-08-07 13:30:00,19349,Dani Olmo,Pass
12,5,0.799000015258789,0.4329999923706055,0.0404046066105365,RasenBallsport Leipzig,Christopher Nkunku,MissedShots,OpenPlay,2022,2022-08-07 13:30:00,19349,,None
13,7,0.919000015258789,0.6070000076293945,0.3888504207134247,RasenBallsport Leipzig,Christopher Nkunku,Goal,OpenPlay,2022,2022-08-07 13:30:00,19349,Dani Olmo,BallTouch
14,11,0.755,0.7559999847412109,0.0239339862018823,RasenBallsport Leipzig,Benjamin Henrichs,BlockedShot,FromCorner,2022,2022-08-07 13:30:00,19349,Hugo Novoa Ramos,Pass
15,11,0.8680000305175781,0.53,0.0336329750716686,RasenBallsport Leipzig,Lukas Klostermann,SavedShot,FromCorner,2022,2022-08-07 13:30:00,19349,,Rebound
16,13,0.715,0.5879999923706055,0.0177925899624824,RasenBallsport Leipzig,Dani Olmo,MissedShots,OpenPlay,2022,2022-08-07 13:30:00,19349,Christopher Nkunku,Pass
17,21,0.7880000305175782,0.7419999694824219,0.0246622562408447,RasenBallsport Leipzig,Dani Olmo,SavedShot,OpenPlay,2022,2022-08-07 13:30:00,19349,Kevin Kampl,Pass
18,34,0.9009999847412108,0.3060000038146973,0.0480560064315795,RasenBallsport Leipzig,Dani Olmo,MissedShots,OpenPlay,2022,2022-08-07 13:30:00,19349,André Silva,Pass
19,41,0.7380000305175781,0.3920000076293945,0.02059275098145,RasenBallsport Leipzig,Dani Olmo,BlockedShot,OpenPlay,2022,2022-08-07 13:30:00,19349,Christopher Nkunku,Pass
20,61,0.919000015258789,0.3220000076293945,0.0637510567903518,RasenBallsport Leipzig,Hugo Novoa Ramos,SavedShot,OpenPlay,2022,2022-08-07 13:30:00,19349,Christopher Nkunku,Pass
21,65,0.8780000305175781,0.555,0.385309100151062,RasenBallsport Leipzig,Christopher Nkunku,SavedShot,OpenPlay,2022,2022-08-07 13:30:00,19349,André Silva,Pass
22,65,0.8390000152587891,0.5479999923706055,0.0599413700401783,RasenBallsport Leipzig,Dominik Szoboszlai,BlockedShot,OpenPlay,2022,2022-08-07 13:30:00,19349,Christopher Nkunku,Rebound
23,67,0.7440000152587891,0.5940000152587891,0.0203391537070274,RasenBallsport Leipzig,Christopher Nkunku,SavedShot,OpenPlay,2022,2022-08-07 13:30:00,19349,Dani Olmo,Pass
